region,latitude,longitude,price_czk,area_m2,vlastnictvi,energ_stitek,dist_vecerka_m,dist_obchod_m,dist_tram_m,dist_metro_m,dist_bus_mhd_m,url,construction,condition,floor,city,district,heating,rooms,kitchen,price_per_m2
Karlovarský kraj,50.225806,12.876033,4920000.0,49,1,1.0,325.0,503.0,,,75.0,https://www.sreality.cz/detail/prodej/byt/2+kk/karlovy-vary-karlovy-vary-sadova/98530124,Smíšená,4.0,5.0,Karlovy Vary,Karlovy Vary,Plynový kondenzační kotel,2.0,0.0,100408.16326530612
Liberecký kraj,50.74941667,15.06714444,4920000.0,46,2,6.0,198.0,345.0,64.0,,68.0,https://www.sreality.cz/detail/prodej/byt/1+kk/liberec-liberec-neclenene-mesto-/3136914252,Cihlová,8.0,5.0,Liberec,Liberec (nečleněné město),,1.0,0.0,106956.52173913043
Jihočeský kraj,48.944947,13.797354,4920000.0,40,1,6.0,2515.0,,,,127.0,https://www.sreality.cz/detail/prodej/byt/2+kk/lenora-zaton-/2876108876,Cihlová,8.0,1.0,Lenora,Zátoň,Přímotop,2.0,0.0,123000.0
Liberecký kraj,50.785343,15.035361,4922349.0,41,1,6.0,1206.0,368.0,2351.0,,27.0,https://www.sreality.cz/detail/prodej/byt/1+kk/liberec-liberec-xii-stare-pavlovice-polni/1690772300,Smíšená,7.0,2.0,Liberec,Liberec XII-Staré Pavlovice,Podlahové,1.0,0.0,120057.29268292683
Hlavní město Praha,50.03514711,14.50583246,4925000.0,71,2,1.0,197.0,989.0,2822.0,275.0,161.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-chodov-/776261708,Cihlová,7.0,2.0,Praha, Praha 4,,3.0,0.0,69366.19718309859
Jihomoravský kraj,49.19753102,16.62609602,4925000.0,30,1,7.0,493.0,322.0,321.0,,444.0,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-zabrdovice-plynarenska/3501424716,Smíšená,8.0,1.0,Brno,Zábrdovice,,1.0,0.0,164166.66666666666
Liberecký kraj,50.76454442,15.05202882,4930000.0,49,1,6.0,149.0,274.0,67.0,,70.0,https://www.sreality.cz/detail/prodej/byt/2+kk/liberec-liberec-iii-jerab-u-nisy/1148026956,Skeletová,7.0,4.0,Liberec,Liberec III-Jeřáb,Ústřední dálkové,2.0,0.0,100612.24489795919
Plzeňský kraj,49.73090774,13.37367581,4930000.0,55,1,2.0,179.0,858.0,258.0,,144.0,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-jizni-predmesti-cechova/2216391500,Cihlová,5.0,3.0,Plzeň,Jižní Předměstí,Ústřední dálkové,2.0,0.0,89636.36363636363
Ústecký kraj,50.78718,14.019488,4930000.0,97,1,1.0,464.0,,,,301.0,https://www.sreality.cz/detail/prodej/byt/3+kk/tisa-tisa-/2567434316,Cihlová,5.0,2.0,Tisá, Ústí nad Labem,"Přímotop, Kotel na tuhá paliva",3.0,0.0,50824.742268041235
Liberecký kraj,50.764553,15.052039,4930000.0,49,1,6.0,149.0,274.0,67.0,,70.0,https://www.sreality.cz/detail/prodej/byt/2+kk/liberec-liberec-iii-jerab-u-nisy/871088204,Skeletová,7.0,4.0,Liberec,Liberec III-Jeřáb,Ústřední dálkové,2.0,0.0,100612.24489795919
Středočeský kraj,49.78857181,13.97803359,4934781.0,46,1,1.0,181.0,,,,217.0,https://www.sreality.cz/detail/prodej/byt/1+kk/jince-jince-slavikova/1624612940,Smíšená,7.0,1.0,Jince, Příbram,,1.0,0.0,107277.84782608696
Moravskoslezský kraj,49.93812246,17.91069901,4939000.0,80,1,1.0,132.0,700.0,,,33.0,https://www.sreality.cz/detail/prodej/byt/2+1/opava-predmesti-zamecky-okruh/3434201164,Cihlová,4.0,5.0,Opava,Předměstí,Přímotop,2.0,1.0,61737.5
Zlínský kraj,48.97482119,17.76405278,4940000.0,61,1,6.0,362.0,,,,105.0,https://www.sreality.cz/detail/prodej/byt/3+kk/bystrice-pod-lopenikem-bystrice-pod-lopenikem-/1639313484,Cihlová,7.0,1.0,Bystřice pod Lopeníkem, Uherské Hradiště,Tepelné čerpadlo,3.0,0.0,80983.60655737705
Moravskoslezský kraj,49.80838703,18.22974158,4940000.0,70,1,1.0,82.0,652.0,494.0,,86.0,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-zabreh-pisecna/824504396,Panelová,4.0,8.0,Ostrava,Zábřeh,,3.0,1.0,70571.42857142857
Zlínský kraj,49.29546222,17.3940363,4940000.0,59,1,6.0,199.0,468.0,,,95.0,https://www.sreality.cz/detail/prodej/byt/2+kk/kromeriz-kromeriz-vrchlickeho/3346718796,Cihlová,8.0,2.0,Kroměříž,Kroměříž,Plynový kotel,2.0,0.0,83728.81355932204
Královéhradecký kraj,50.20738639,16.45401583,4940000.0,55,1,4.0,276.0,,,,84.0,https://www.sreality.cz/detail/prodej/byt/1+kk/ricky-v-orlickych-horach-ricky-v-orlickych-horach-/1198039116,Cihlová,5.0,1.0,Říčky v Orlických horách, Rychnov nad Kněžnou,Přímotop,1.0,0.0,89818.18181818182
Ústecký kraj,50.41857653,12.98148824,4940000.0,37,1,1.0,24.0,,,,119.0,https://www.sreality.cz/detail/prodej/byt/1+kk/loucna-pod-klinovcem-loucna-/3537211468,Cihlová,5.0,2.0,Loučná pod Klínovcem,Loučná,Elektrokotel,1.0,0.0,133513.51351351352
Středočeský kraj,50.1363216,14.1261863,4940000.0,39,1,6.0,506.0,705.0,,,114.0,https://www.sreality.cz/detail/prodej/byt/1+kk/kladno-krocehlavy-prazska/4220174412,Smíšená,8.0,1.0,Kladno,Kročehlavy,,1.0,0.0,126666.66666666667
Zlínský kraj,49.29877425,17.38479026,4940000.0,69,1,1.0,154.0,1219.0,,,22.0,https://www.sreality.cz/detail/prodej/byt/2+1/kromeriz-kromeriz-u-sypek/2032386124,Cihlová,5.0,2.0,Kroměříž,Kroměříž,Plynový kotel,2.0,1.0,71594.20289855072
Jihomoravský kraj,49.2076343,16.6275715,4942000.0,33,1,6.0,259.0,873.0,79.0,,280.0,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-husovice-vranovska/3707551820,Cihlová,8.0,2.0,Brno,Husovice,,1.0,0.0,149757.57575757575
Kraj Vysočina,49.20836304,15.85923447,4944000.0,50,1,5.0,632.0,1809.0,,,39.0,https://www.sreality.cz/detail/prodej/byt/2+1/trebic-borovina-spojencu/1592905804,Cihlová,4.0,4.0,Třebíč,Borovina,Ústřední dálkové,2.0,1.0,98880.0
Liberecký kraj,50.7884324,14.9948843,4944500.0,71,1,1.0,194.0,2696.0,4265.0,,277.0,https://www.sreality.cz/detail/prodej/byt/2+kk/liberec-liberec-xxxiii-machnin-hermankova/3815523148,Cihlová,4.0,2.0,Liberec,Liberec XXXIII-Machnín,Jiné,2.0,0.0,69640.84507042254
Jihomoravský kraj,49.29875054,16.97846231,4945000.0,46,1,6.0,302.0,2654.0,,,379.0,https://www.sreality.cz/detail/prodej/byt/2+kk/vyskov-dedice-moravkova/1141338956,Cihlová,8.0,1.0,Vyškov,Dědice,Plynový kotel,2.0,0.0,107500.0
Středočeský kraj,49.94446941,14.02527919,4945000.0,41,1,6.0,491.0,1133.0,,,337.0,https://www.sreality.cz/detail/prodej/byt/2+kk/kraluv-dvur-kraluv-dvur-nad-stadionem/2124980300,Panelová,2.0,3.0,Králův Dvůr, Beroun,Ústřední dálkové,2.0,0.0,120609.75609756098
Středočeský kraj,50.229294,14.871385,4945000.0,60,1,4.0,134.0,3749.0,,,185.0,https://www.sreality.cz/detail/prodej/byt/2+1/milovice-mlada-armadni/2521846604,Panelová,5.0,1.0,Milovice,Mladá,Centrální dálkové,2.0,1.0,82416.66666666667
Jihomoravský kraj,49.01017744,17.12253086,4945000.0,60,1,5.0,83.0,1167.0,,,285.0,https://www.sreality.cz/detail/prodej/byt/2+1/kyjov-kyjov-/933806156,Cihlová,4.0,3.0,Kyjov, Hodonín,,2.0,1.0,82416.66666666667
Karlovarský kraj,50.367919,12.776846,4949000.0,90,1,5.0,530.0,,,,344.0,https://www.sreality.cz/detail/prodej/byt/3+kk/pernink-pernink-nadrazni/2281288268,Cihlová,4.0,3.0,Pernink, Karlovy Vary,Lokální elektrické,3.0,0.0,54988.88888888889
Jihomoravský kraj,48.95527968,17.14241758,4949000.0,63,1,5.0,369.0,2552.0,,,22.0,https://www.sreality.cz/detail/prodej/byt/2+1/milotice-milotice-/478662732,Cihlová,4.0,3.0,Milotice, Hodonín,,2.0,1.0,78555.55555555556
Olomoucký kraj,49.58489835,17.25272281,4950000.0,54,1,5.0,16.0,377.0,482.0,,50.0,https://www.sreality.cz/detail/prodej/byt/2+1/olomouc-nove-sady-myslbekova/2167439436,Cihlová,3.0,4.0,Olomouc,Nové Sady,Ústřední dálkové,2.0,1.0,91666.66666666667
Středočeský kraj,50.418941,14.910264,4950000.0,59,1,1.0,35.0,396.0,,,79.0,https://www.sreality.cz/detail/prodej/byt/2+1/mlada-boleslav-mlada-boleslav-ii-laurinova/3403055180,Cihlová,5.0,2.0,Mladá Boleslav,Mladá Boleslav II,,2.0,1.0,83898.30508474576
Středočeský kraj,50.418941,14.910264,4950000.0,57,1,1.0,35.0,396.0,,,79.0,https://www.sreality.cz/detail/prodej/byt/2+1/mlada-boleslav-mlada-boleslav-ii-laurinova/49512524,Cihlová,5.0,1.0,Mladá Boleslav,Mladá Boleslav II,,2.0,1.0,86842.1052631579
Hlavní město Praha,50.07221817,14.38777521,4950000.0,28,1,1.0,97.0,1008.0,70.0,1161.0,99.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kosire-holeckova/1101127756,Cihlová,4.0,1.0,Praha, Praha 5,,1.0,0.0,176785.7142857143
Hlavní město Praha,50.07723793,14.47483258,4950000.0,25,1,3.0,586.0,1172.0,137.0,127.0,72.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vinohrady-sobeslavska/2149249100,Cihlová,5.0,1.0,Praha, Praha 3,Centrální dálkové,1.0,0.0,198000.0
Hlavní město Praha,50.03097377,14.53460345,4950000.0,28,1,6.0,54.0,408.0,2432.0,463.0,109.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-haje-hlavateho/2321797196,Panelová,5.0,13.0,Praha, Praha 4,,1.0,0.0,176785.7142857143
Plzeňský kraj,49.73295191,13.35493773,4950000.0,36,1,6.0,798.0,742.0,649.0,,328.0,https://www.sreality.cz/detail/prodej/byt/1+kk/plzen-jizni-predmesti-zelezna/3270697036,Cihlová,7.0,2.0,Plzeň,Jižní Předměstí,,1.0,0.0,137500.0
Zlínský kraj,49.49327,17.994274,4950000.0,81,1,1.0,176.0,1940.0,,,117.0,https://www.sreality.cz/detail/prodej/byt/4+1/krhova-krhova-bri-podmolu/3343360076,Smíšená,3.0,2.0,Krhová, Vsetín,"Plynový kotel, Krb",4.0,1.0,61111.11111111111
Středočeský kraj,50.130724,14.1215523,4950000.0,49,1,1.0,129.0,337.0,,,112.0,https://www.sreality.cz/detail/prodej/byt/2+1/kladno-krocehlavy-danska/1623838796,Panelová,5.0,7.0,Kladno,Kročehlavy,Ústřední dálkové,2.0,1.0,101020.40816326531
Karlovarský kraj,49.96577403,12.70767754,4950000.0,64,1,1.0,690.0,723.0,,,454.0,https://www.sreality.cz/detail/prodej/byt/2+kk/marianske-lazne-usovice-zeyerova/1043898444,Cihlová,3.0,2.0,Mariánské Lázně,Úšovice,Centrální dálkové,2.0,0.0,77343.75
Jihomoravský kraj,48.8976274,17.31579636,4950000.0,119,1,1.0,227.0,,,,494.0,https://www.sreality.cz/detail/prodej/byt/4+kk/straznice-straznice-nadrazni/673218636,Cihlová,4.0,1.0,Strážnice, Hodonín,Plynový kotel,4.0,0.0,41596.638655462186
Jihomoravský kraj,49.54391019,16.58481487,4950000.0,50,1,6.0,241.0,,,,97.0,https://www.sreality.cz/detail/prodej/byt/2+kk/letovice-letovice-komenskeho/2105200716,Cihlová,7.0,2.0,Letovice, Blansko,Ústřední dálkové,2.0,0.0,99000.0
Jihočeský kraj,49.4224275,14.6586169,4950000.0,69,1,5.0,708.0,1419.0,,,58.0,https://www.sreality.cz/detail/prodej/byt/3+1/tabor-tabor-csl-armady/3889942604,Panelová,2.0,6.0,Tábor,Tábor,,3.0,1.0,71739.13043478261
Jihočeský kraj,49.2610312,13.89334397,4950000.0,87,1,1.0,381.0,254.0,,,131.0,https://www.sreality.cz/detail/prodej/byt/4+1/strakonice-strakonice-i-obrancu-miru/752148556,Panelová,4.0,7.0,Strakonice,Strakonice I,Centrální dálkové,4.0,1.0,56896.55172413793
Jihomoravský kraj,48.95527968,17.14241758,4950000.0,61,1,5.0,83.0,1167.0,,,285.0,https://www.sreality.cz/detail/prodej/byt/2+1/milotice-milotice-/1544872012,Cihlová,3.0,3.0,Milotice, Hodonín,,2.0,1.0,81147.54098360655
Kraj Vysočina,49.29814622,15.07157674,4950000.0,85,1,5.0,107.0,,,,555.0,https://www.sreality.cz/detail/prodej/byt/4+1/kamenice-nad-lipou-kamenice-nad-lipou-za-kult-domem/2247705420,Panelová,5.0,2.0,Kamenice nad Lipou, Pelhřimov,,4.0,1.0,58235.294117647056
Jihomoravský kraj,49.10577261,16.36674191,4950000.0,56,1,5.0,194.0,307.0,,,254.0,https://www.sreality.cz/detail/prodej/byt/2+1/ivancice-ivancice-lucni/2718687308,Panelová,5.0,2.0,Ivančice, Brno-venkov,Centrální dálkové,2.0,1.0,88392.85714285714
Jihomoravský kraj,48.795267,16.800472,4950000.0,29,1,6.0,533.0,,,,74.0,https://www.sreality.cz/detail/prodej/byt/1+kk/lednice-lednice-nadrazni/1025729356,Cihlová,8.0,1.0,Lednice, Břeclav,Podlahové vytápění,1.0,0.0,170689.6551724138
Královéhradecký kraj,50.5596753,15.9257764,4950000.0,64,1,5.0,85.0,633.0,,,74.0,https://www.sreality.cz/detail/prodej/byt/3+1/trutnov-kryblice-marie-pujmanove/2756108364,Cihlová,5.0,1.0,Trutnov,Kryblice,Ústřední dálkové,3.0,1.0,77343.75
Středočeský kraj,50.225599,14.873522,4950000.0,57,1,1.0,554.0,3440.0,,,325.0,https://www.sreality.cz/detail/prodej/byt/2+kk/milovice-mlada-rakouska/565698636,Cihlová,5.0,2.0,Milovice,Mladá,Plynový kotel,2.0,0.0,86842.1052631579
Olomoucký kraj,49.59862693,17.22725938,4950000.0,55,1,3.0,516.0,442.0,240.0,,329.0,https://www.sreality.cz/detail/prodej/byt/2+1/olomouc-neredin-norska/2763055180,Cihlová,2.0,3.0,Olomouc,Neředín,Ústřední dálkové,2.0,1.0,90000.0
Olomoucký kraj,49.59784194,17.23473673,4950000.0,42,1,6.0,92.0,672.0,248.0,,132.0,https://www.sreality.cz/detail/prodej/byt/1+kk/olomouc-nova-ulice-trida-jiriho-pelikana/2938167372,Cihlová,7.0,1.0,Olomouc,Nová Ulice,,1.0,0.0,117857.14285714286
Ústecký kraj,50.37342931,14.26804401,4950000.0,70,2,1.0,476.0,,,,349.0,https://www.sreality.cz/detail/prodej/byt/3+1/vrazkov-vrazkov-/2938036300,Cihlová,5.0,3.0,Vražkov, Litoměřice,,3.0,1.0,70714.28571428571
Královéhradecký kraj,50.63446,15.782119,4950000.0,32,1,6.0,464.0,,,,145.0,https://www.sreality.cz/detail/prodej/byt/1+kk/janske-lazne-janske-lazne-modrokamenna/1706804044,Cihlová,7.0,4.0,Janské Lázně, Trutnov,Ústřední dálkové,1.0,0.0,154687.5
Moravskoslezský kraj,49.82526814,18.17793621,4950000.0,70,1,4.0,184.0,775.0,774.0,,261.0,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-poruba-resslova/713158732,Panelová,5.0,1.0,Ostrava,Poruba,Ústřední dálkové,3.0,1.0,70714.28571428571
Pardubický kraj,49.74884103,16.47133346,4950000.0,102,1,6.0,256.0,672.0,,,352.0,https://www.sreality.cz/detail/prodej/byt/3+1/svitavy-lany-na-vejiri/3698750284,Cihlová,7.0,1.0,Svitavy,Lány,,3.0,1.0,48529.41176470588
Liberecký kraj,50.56471273,14.65552366,4950000.0,67,1,5.0,2987.0,,,,248.0,https://www.sreality.cz/detail/prodej/byt/3+kk/doksy-doksy-/480867148,Dřevostavba,7.0,1.0,Doksy, Česká Lípa,"Přímotop, Krbová kamna",3.0,0.0,73880.59701492537
Jihočeský kraj,49.31592955,14.15926136,4950000.0,72,1,3.0,278.0,1977.0,,,31.0,https://www.sreality.cz/detail/prodej/byt/3+1/pisek-budejovicke-predmesti-za-pazdernou/2988548172,Cihlová,3.0,3.0,Písek,Budějovické Předměstí,Ústřední dálkové,3.0,1.0,68750.0
Jihočeský kraj,49.30000551,14.12412004,4950000.0,88,1,1.0,134.0,1216.0,,,38.0,https://www.sreality.cz/detail/prodej/byt/3+1/pisek-hradiste-ke-strelnici/305590348,Cihlová,5.0,3.0,Písek,Hradiště,Ústřední dálkové,3.0,1.0,56250.0
Zlínský kraj,49.23112903,17.67288689,4950000.0,60,1,1.0,313.0,623.0,,,74.0,https://www.sreality.cz/detail/prodej/byt/2+1/zlin-zlin-fugnerovo-nabrezi/1121448012,Cihlová,3.0,2.0,Zlín,Zlín,Centrální dálkové,2.0,1.0,82500.0
Plzeňský kraj,49.745344,13.432429,4950000.0,39,1,6.0,1200.0,340.0,2434.0,,160.0,https://www.sreality.cz/detail/prodej/byt/1+kk/plzen-doubravka-v-zahradkach/24637516,Cihlová,7.0,3.0,Plzeň,Doubravka,,1.0,0.0,126923.07692307692
Jihomoravský kraj,49.00832259,17.13305482,4950000.0,60,1,1.0,501.0,1729.0,,,171.0,https://www.sreality.cz/detail/prodej/byt/3+1/kyjov-kyjov-brandlova/4154323020,Cihlová,5.0,5.0,Kyjov, Hodonín,,3.0,1.0,82500.0
Zlínský kraj,49.17063345,17.51323539,4950000.0,73,1,1.0,86.0,3628.0,,,240.0,https://www.sreality.cz/detail/prodej/byt/3+1/napajedla-napajedla-komenskeho/1269493836,Cihlová,3.0,2.0,Napajedla, Zlín,Centrální dálkové,3.0,1.0,67808.21917808219
Zlínský kraj,49.2195026,17.65706686,4950000.0,56,1,1.0,374.0,410.0,,,93.0,https://www.sreality.cz/detail/prodej/byt/2+1/zlin-zlin-vysoka/4220015436,Cihlová,4.0,3.0,Zlín,Zlín,Lokální plynové,2.0,1.0,88392.85714285714
Středočeský kraj,49.66055849,14.41766313,4950000.0,54,1,4.0,135.0,,,,241.0,https://www.sreality.cz/detail/prodej/byt/3+kk/sedlcany-sedlcany-u-skolky/4254765132,Panelová,5.0,2.0,Sedlčany, Příbram,Ústřední dálkové,3.0,0.0,91666.66666666667
Moravskoslezský kraj,49.8411101,18.28578352,4950000.0,62,1,5.0,275.0,718.0,178.0,,268.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ostrava-moravska-ostrava-balcarova/1944096844,Cihlová,5.0,5.0,Ostrava,Moravská Ostrava,Ústřední dálkové,3.0,0.0,79838.70967741935
Ústecký kraj,50.6429926,13.8317581,4950000.0,106,1,2.0,230.0,599.0,,,216.0,https://www.sreality.cz/detail/prodej/byt/3+1/teplice-teplice-kollarova/377655372,Cihlová,4.0,1.0,Teplice,Teplice,,3.0,1.0,46698.11320754717
Středočeský kraj,49.9121161,15.39558437,4950000.0,74,1,1.0,422.0,1194.0,,,264.0,https://www.sreality.cz/detail/prodej/byt/2+kk/caslav-caslav-nove-mesto-dusikova/1261604940,Cihlová,4.0,3.0,Čáslav,Čáslav-Nové Město,Plynový kondenzační kotel,2.0,0.0,66891.8918918919
Středočeský kraj,50.34948476,14.4572756,4950000.0,75,1,1.0,642.0,1289.0,,,138.0,https://www.sreality.cz/detail/prodej/byt/3+1/horin-brozanky-/2566955084,Cihlová,3.0,1.0,Hořín,Brozánky,,3.0,1.0,66000.0
Karlovarský kraj,50.23010472,12.86658889,4950000.0,60,1,6.0,395.0,1362.0,,,98.0,https://www.sreality.cz/detail/prodej/byt/2+kk/karlovy-vary-karlovy-vary-/695063628,Cihlová,9.0,1.0,Karlovy Vary,Karlovy Vary,Ústřední dálkové,2.0,0.0,82500.0
Karlovarský kraj,49.9656871,12.6950669,4950000.0,61,1,6.0,402.0,368.0,,,410.0,https://www.sreality.cz/detail/prodej/byt/2+kk/marianske-lazne-marianske-lazne-chebska/3735269452,Cihlová,8.0,3.0,Mariánské Lázně, Cheb,Centrální dálkové,2.0,0.0,81147.54098360655
Středočeský kraj,49.90852987,14.54678059,4950000.0,46,1,6.0,890.0,,,,826.0,https://www.sreality.cz/detail/prodej/byt/2+kk/sulice-nechanice-u-obory/4137120588,Cihlová,7.0,2.0,Sulice,Nechánice,Elektrokotel,2.0,0.0,107608.69565217392
Pardubický kraj,49.91639045,16.60991078,4950000.0,68,1,6.0,156.0,773.0,,,453.0,https://www.sreality.cz/detail/prodej/byt/3+kk/lanskroun-lanskroun-vancurova/3341685580,Cihlová,8.0,4.0,Lanškroun, Ústí nad Orlicí,,3.0,0.0,72794.11764705883
Plzeňský kraj,49.21115384,13.19748478,4950000.0,35,1,6.0,2539.0,,,,592.0,https://www.sreality.cz/detail/prodej/byt/1+kk/zelezna-ruda-hojsova-straz-/3913990988,Cihlová,5.0,1.0,Železná Ruda,Hojsova Stráž,Ústřední dálkové,1.0,0.0,141428.57142857142
Pardubický kraj,49.75764982,16.65424163,4950000.0,81,1,6.0,420.0,611.0,,,52.0,https://www.sreality.cz/detail/prodej/byt/3+kk/moravska-trebova-predmesti-svitavska/1093845836,Cihlová,8.0,2.0,Moravská Třebová,Předměstí,,3.0,0.0,61111.11111111111
Plzeňský kraj,49.395359,13.30337,4950000.0,128,1,3.0,164.0,1010.0,,,135.0,https://www.sreality.cz/detail/prodej/byt/3+1/klatovy-klatovy-v-planicka/3559895884,Cihlová,5.0,3.0,Klatovy,Klatovy V,Plynový kotel,3.0,1.0,38671.875
Středočeský kraj,50.0217807,15.21385145,4950000.0,45,1,5.0,281.0,512.0,,,102.0,https://www.sreality.cz/detail/prodej/byt/2+kk/kolin-kolin-iv-zengrova/2799489100,Cihlová,5.0,5.0,Kolín,Kolín IV,Podlahové vytápění,2.0,0.0,110000.0
Ústecký kraj,50.675379,14.05310042,4950000.0,94,2,5.0,94.0,1162.0,,,138.0,https://www.sreality.cz/detail/prodej/byt/4+1/usti-nad-labem-severni-terasa-brandtova/3900108876,Panelová,5.0,1.0,Ústí nad Labem,Severní Terasa,,4.0,1.0,52659.574468085106
Jihomoravský kraj,49.13246703,16.61067666,4950000.0,30,1,6.0,43.0,1728.0,571.0,,99.0,https://www.sreality.cz/detail/prodej/byt/1+kk/modrice-modrice-husova/3088044108,Cihlová,8.0,1.0,Modřice, Brno-venkov,,1.0,0.0,165000.0
Středočeský kraj,50.212872,13.67509376,4950000.0,65,1,7.0,678.0,,,,254.0,https://www.sreality.cz/detail/prodej/byt/2+1/kounov-kounov-/4253995084,Smíšená,7.0,1.0,Kounov, Rakovník,Tepelné čerpadlo,2.0,1.0,76153.84615384616
Zlínský kraj,49.14256999,18.01392424,4950000.0,62,1,4.0,134.0,,,,39.0,https://www.sreality.cz/detail/prodej/byt/3+1/valasske-klobouky-valasske-klobouky-cyrilometodejska/1026412620,Panelová,5.0,2.0,Valašské Klobouky, Zlín,Centrální dálkové,3.0,1.0,79838.70967741935
Karlovarský kraj,50.3455402,12.51053693,4950000.0,80,1,6.0,1060.0,4500.0,,,350.0,https://www.sreality.cz/detail/prodej/byt/4+kk/kraslice-zelena-hora-/1387188300,Cihlová,7.0,3.0,Kraslice,Zelená Hora,Elektrokotel,4.0,0.0,61875.0
Moravskoslezský kraj,49.67658412,18.6702354,4950000.0,72,1,5.0,251.0,571.0,,,135.0,https://www.sreality.cz/detail/prodej/byt/3+1/trinec-stare-mesto-erbenova/2051985484,Panelová,4.0,8.0,Třinec,Staré Město,Ústřední dálkové,3.0,1.0,68750.0
Plzeňský kraj,49.83633295,13.575374,4950000.0,69,1,5.0,250.0,,,,312.0,https://www.sreality.cz/detail/prodej/byt/3+kk/brasy-brasy-/1809961036,Cihlová,5.0,2.0,Břasy, Rokycany,Lokální plynové,3.0,0.0,71739.13043478261
Plzeňský kraj,49.743398,13.331535,4950000.0,59,1,6.0,213.0,1819.0,211.0,,185.0,https://www.sreality.cz/detail/prodej/byt/2+1/plzen-skvrnany-labkova/1238683724,Panelová,3.0,8.0,Plzeň,Skvrňany,Ústřední dálkové,2.0,1.0,83898.30508474576
Jihomoravský kraj,49.19929989,16.62406795,4950000.0,28,1,6.0,184.0,267.0,144.0,,548.0,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-zabrdovice-cejl/924110924,Cihlová,7.0,4.0,Brno,Zábrdovice,,1.0,0.0,176785.7142857143
Jihočeský kraj,48.9972796,14.4510092,4950000.0,72,2,5.0,300.0,314.0,,,149.0,https://www.sreality.cz/detail/prodej/byt/3+1/ceske-budejovice-ceske-budejovice-2-otavska/1379389516,Panelová,2.0,4.0,České Budějovice,České Budějovice 2,Radiátory,3.0,1.0,68750.0
Karlovarský kraj,49.97263631,12.70388244,4950000.0,102,1,1.0,112.0,823.0,,,71.0,https://www.sreality.cz/detail/prodej/byt/2+1/marianske-lazne-marianske-lazne-postovni/2983252044,Cihlová,3.0,3.0,Mariánské Lázně, Cheb,Lokální elektrické,2.0,1.0,48529.41176470588
Jihomoravský kraj,49.28276015,17.00577223,4950000.0,71,1,5.0,232.0,1236.0,,,127.0,https://www.sreality.cz/detail/prodej/byt/3+1/vyskov-vyskov-predmesti-na-vyhlidce/3956129868,Cihlová,2.0,3.0,Vyškov,Vyškov-Předměstí,,3.0,1.0,69718.30985915494
Jihočeský kraj,49.30000551,14.12412004,4950000.0,88,1,1.0,134.0,1216.0,,,38.0,https://www.sreality.cz/detail/prodej/byt/3+1/pisek-hradiste-ke-strelnici/315211852,Cihlová,5.0,3.0,Písek,Hradiště,Ústřední dálkové,3.0,1.0,56250.0
Jihomoravský kraj,48.8976274,17.31579636,4950000.0,119,1,1.0,227.0,7661.0,,,494.0,https://www.sreality.cz/detail/prodej/byt/4+kk/straznice-straznice-nadrazni/1420214348,Cihlová,7.0,2.0,Strážnice, Hodonín,Plynový kotel,4.0,0.0,41596.638655462186
Královéhradecký kraj,50.42893193,15.35093914,4950000.0,57,1,1.0,183.0,459.0,,,152.0,https://www.sreality.cz/detail/prodej/byt/2+1/jicin-nove-mesto-dlouha/45596748,Smíšená,3.0,2.0,Jičín,Nové Město,,2.0,1.0,86842.1052631579
Středočeský kraj,49.95577,14.046976,4950000.0,39,1,4.0,281.0,337.0,,,80.0,https://www.sreality.cz/detail/prodej/byt/2+kk/beroun-beroun-mesto-kostalkova/3858939980,Panelová,5.0,2.0,Beroun,Beroun-Město,,2.0,0.0,126923.07692307692
